epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4559.31,1.67658,1.80842,2.26858,0.55445,0.35,0.33297,0.1474,4.72042,5.26659,4.71383,0.00127532,0.00127532,0.00127532
185,4583.29,1.62749,2.30058,2.4181,0.53771,0.45,0.44791,0.22838,4.31601,4.60639,4.33727,0.00127136,0.00127136,0.00127136
186,4607.39,2.35613,2.25114,2.824,0.94305,0.4,0.50252,0.27849,3.94056,4.46361,4.03403,0.0012674,0.0012674,0.0012674
187,4631.42,2.30876,2.21604,2.7428,0.64958,0.45,0.49032,0.27702,3.85485,4.14945,3.95046,0.00126344,0.00126344,0.00126344
188,4655.55,1.76534,2.05175,2.35056,0.78218,0.45,0.51455,0.318,3.81201,3.60791,3.9548,0.00125948,0.00125948,0.00125948
189,4679.74,1.80621,2.2996,2.40634,0.57429,0.4729,0.48625,0.29659,3.85983,3.38953,3.95535,0.00125552,0.00125552,0.00125552
190,4703.98,1.6267,1.65952,2.22998,0.64436,0.4,0.4909,0.24695,4.05232,3.82812,4.17783,0.00125156,0.00125156,0.00125156
191,4728.29,1.50549,1.95423,2.24047,0.96658,0.3,0.45211,0.20819,4.09218,3.75318,4.15587,0.0012476,0.0012476,0.0012476
192,4752.61,1.94922,2.09112,2.55716,0.4681,0.6,0.4829,0.2217,3.68102,3.8625,3.91375,0.00124364,0.00124364,0.00124364
193,4777.56,1.9589,2.15847,2.564,0.87446,0.34849,0.49585,0.23587,3.5736,3.81746,3.74973,0.00123968,0.00123968,0.00123968
194,4802.24,1.82883,2.02998,2.46788,0.58421,0.5,0.5213,0.2267,3.86229,3.41282,3.83198,0.00123572,0.00123572,0.00123572
195,4826.61,1.75154,1.96982,2.4945,0.59095,0.6,0.5933,0.27122,3.83184,3.55495,3.71733,0.00123176,0.00123176,0.00123176
196,4851.1,1.68505,1.55847,2.28758,0.65063,0.6,0.55181,0.29094,3.70584,3.72101,3.62384,0.0012278,0.0012278,0.0012278
197,4875.21,1.75836,1.83681,2.31795,0.66442,0.55,0.5008,0.26786,3.49366,3.88926,3.59967,0.00122384,0.00122384,0.00122384
198,4899.14,1.62289,1.74521,2.13954,0.63551,0.45,0.46192,0.25727,3.59568,4.16653,3.6682,0.00121988,0.00121988,0.00121988
199,4923.05,1.97492,1.9147,2.78951,0.65781,0.4,0.4456,0.24836,3.56906,4.27738,3.70644,0.00121592,0.00121592,0.00121592
200,4946.84,1.57963,1.70194,2.17921,0.72249,0.4,0.47536,0.26071,3.60727,4.12491,3.82681,0.00121196,0.00121196,0.00121196
201,4970.64,1.58466,1.61077,2.40545,0.61279,0.45,0.48724,0.25456,3.95194,3.83419,4.13514,0.001208,0.001208,0.001208
202,4994.38,1.65565,1.80043,2.41616,0.5039,0.40663,0.46825,0.22777,3.94356,3.97565,4.20813,0.00120404,0.00120404,0.00120404
203,5018.15,1.43534,1.39408,2.08053,0.67066,0.45,0.48827,0.23618,3.98706,3.80595,4.29956,0.00120008,0.00120008,0.00120008
204,5041.96,1.93453,1.8852,2.63485,0.48254,0.55,0.48197,0.23741,3.84925,3.94015,4.21691,0.00119612,0.00119612,0.00119612
205,5065.88,1.47211,1.60612,2.22156,0.49669,0.55,0.45654,0.23562,3.82815,4.1546,4.18944,0.00119216,0.00119216,0.00119216
206,5089.68,1.80174,1.77369,2.38881,0.77263,0.34074,0.44014,0.20627,4.0026,4.23715,4.24501,0.0011882,0.0011882,0.0011882
207,5113.51,1.57276,1.63418,2.38579,0.77913,0.4,0.45474,0.19251,4.17991,4.35141,4.41191,0.00118424,0.00118424,0.00118424
208,5137.54,1.6517,2.13894,2.17691,0.6396,0.45,0.45799,0.16126,4.52601,4.76978,4.79125,0.00118028,0.00118028,0.00118028
209,5161.76,1.72764,1.91115,2.33532,0.47919,0.4,0.3371,0.15125,4.52674,5.35909,4.84326,0.00117632,0.00117632,0.00117632
210,5186.66,1.78586,2.63924,2.73433,0.50658,0.35,0.31873,0.14051,4.35731,5.6414,4.86145,0.00117236,0.00117236,0.00117236
211,5211.47,1.40225,1.59877,2.09948,0.46049,0.45,0.28751,0.14191,4.32616,5.66921,4.74405,0.0011684,0.0011684,0.0011684
212,5235.63,2.10278,1.81261,2.94313,0.47301,0.31492,0.2323,0.12383,4.23839,5.88819,4.64347,0.00116444,0.00116444,0.00116444
213,5259.88,1.74978,1.75035,2.30008,0.46177,0.3,0.23594,0.12411,4.09803,5.65384,4.3322,0.00116048,0.00116048,0.00116048
214,5284.4,1.58064,2.03142,2.39458,0.406,0.30801,0.27319,0.15262,3.83339,5.39479,4.20084,0.00115652,0.00115652,0.00115652
215,5308.31,1.4961,1.67604,2.18246,0.43455,0.4,0.29331,0.15171,3.55184,5.34446,4.08082,0.00115256,0.00115256,0.00115256
216,5333.16,1.51844,1.60397,2.31331,0.58879,0.45,0.43354,0.19584,3.72646,5.00718,4.1226,0.0011486,0.0011486,0.0011486
217,5357.76,1.54109,1.84339,2.25562,0.8547,0.3,0.43095,0.21494,3.69909,4.75561,4.06376,0.00114464,0.00114464,0.00114464
218,5382.11,1.5165,1.71173,2.1557,0.50237,0.35,0.38796,0.22828,3.71446,4.81885,3.96811,0.00114068,0.00114068,0.00114068
219,5406.39,1.66849,1.95685,2.45493,0.60751,0.4,0.42252,0.26513,3.49607,4.66947,3.79821,0.00113672,0.00113672,0.00113672
220,5430.99,1.45442,1.71463,2.22558,0.83199,0.35,0.45378,0.26496,3.39049,4.57321,3.72892,0.00113276,0.00113276,0.00113276
221,5455.77,1.67525,1.70175,2.35774,0.8848,0.38528,0.49472,0.27725,3.35413,4.61912,3.64204,0.0011288,0.0011288,0.0011288
222,5480.21,1.63608,1.42081,2.27088,0.65783,0.5,0.50125,0.26914,3.37721,4.68508,3.63877,0.00112484,0.00112484,0.00112484
223,5504.49,1.52854,1.7323,2.20485,0.76565,0.4907,0.50399,0.25244,3.37223,4.74814,3.68873,0.00112088,0.00112088,0.00112088
224,5529.09,1.68601,1.75709,2.23516,0.55705,0.5,0.45994,0.22698,3.42742,4.79022,3.82169,0.00111692,0.00111692,0.00111692
225,5554.06,1.57275,1.71309,2.23058,0.56558,0.39113,0.46147,0.21669,3.71281,4.70762,4.06431,0.00111296,0.00111296,0.00111296
226,5578.97,1.49868,1.69544,2.23555,0.76932,0.35,0.46316,0.20991,3.98413,4.70171,4.30768,0.001109,0.001109,0.001109
227,5603.39,1.49445,1.61202,2.21909,0.69876,0.34813,0.4504,0.203,4.1835,4.83493,4.50163,0.00110504,0.00110504,0.00110504
228,5627.98,1.50612,1.65078,2.2053,0.3977,0.36369,0.46223,0.20229,4.21988,4.73593,4.55883,0.00110108,0.00110108,0.00110108
229,5652.44,1.44371,1.40037,2.156,0.69035,0.45,0.49449,0.20709,4.25855,4.53663,4.5681,0.00109712,0.00109712,0.00109712
230,5676.74,1.20906,1.31189,2.00048,0.55098,0.45,0.48481,0.20223,4.36087,4.04907,4.6324,0.00109316,0.00109316,0.00109316
231,5701.36,1.39955,1.70235,2.11218,0.49724,0.59366,0.4994,0.20963,4.1208,4.05816,4.52147,0.0010892,0.0010892,0.0010892
232,5726.03,1.42701,1.86736,2.33687,0.58846,0.64371,0.59493,0.23241,4.39711,3.60616,4.59591,0.00108524,0.00108524,0.00108524
233,5750.48,1.60927,1.97291,2.21496,0.61826,0.6,0.61706,0.2427,4.3922,3.64183,4.50839,0.00108128,0.00108128,0.00108128
234,5774.92,1.23996,1.281,2.0247,0.59164,0.5,0.55359,0.2468,4.3315,3.89776,4.64675,0.00107732,0.00107732,0.00107732
235,5799.29,1.42733,1.82759,2.0808,0.70305,0.5,0.50047,0.19221,4.35142,3.93075,4.64221,0.00107336,0.00107336,0.00107336
236,5823.51,1.39501,2.04369,2.21891,0.6725,0.41138,0.51277,0.20416,4.30801,4.14211,4.66456,0.0010694,0.0010694,0.0010694
237,5847.74,1.40205,2.04238,2.25212,0.89303,0.35,0.47796,0.18216,4.32746,4.31145,4.69798,0.00106544,0.00106544,0.00106544
238,5871.88,1.55251,1.4415,2.24686,0.54731,0.4,0.40477,0.16548,4.31089,4.74549,4.72921,0.00106148,0.00106148,0.00106148
239,5896.13,1.43356,1.68682,2.11024,0.51074,0.35,0.37684,0.16867,4.36057,4.73436,4.71916,0.00105752,0.00105752,0.00105752
240,5920.9,1.46973,1.57156,2.2871,0.50537,0.35,0.36616,0.17184,4.4492,4.6353,4.97607,0.00105356,0.00105356,0.00105356
241,5945.47,2.16438,2.2652,2.88348,0.54273,0.45,0.3739,0.15675,4.78118,4.57496,5.15871,0.0010496,0.0010496,0.0010496
242,5969.8,1.29484,1.41466,2.10187,0.51289,0.47448,0.43555,0.16852,4.78564,4.02301,5.16914,0.00104564,0.00104564,0.00104564
243,5994.08,1.55514,1.44567,2.19134,0.53092,0.45,0.4613,0.17605,4.81178,4.1129,5.22503,0.00104168,0.00104168,0.00104168
244,6018.39,1.50811,1.59848,2.16535,0.54678,0.35,0.44226,0.18863,4.53205,4.21022,4.86683,0.00103772,0.00103772,0.00103772
245,6042.39,1.50234,1.40476,2.20224,0.53038,0.45185,0.51309,0.21606,4.30701,4.15096,4.50258,0.00103376,0.00103376,0.00103376
246,6066.67,1.23595,1.24308,2.06231,0.65704,0.47979,0.53713,0.25119,4.17434,3.88013,4.41468,0.0010298,0.0010298,0.0010298
247,6091.14,1.50012,1.75103,2.32417,0.60257,0.53134,0.58199,0.29841,3.99784,3.65136,4.11005,0.00102584,0.00102584,0.00102584
248,6115.28,1.23202,1.31394,1.94663,0.66637,0.59924,0.64705,0.29949,4.06179,3.4199,4.19602,0.00102188,0.00102188,0.00102188
249,6139.91,1.73044,1.70246,2.37772,0.66429,0.6,0.63849,0.28192,3.98811,3.36225,4.1879,0.00101792,0.00101792,0.00101792
250,6164.5,1.52924,1.35779,2.21156,0.71053,0.5,0.60422,0.27764,3.9585,3.33734,4.18003,0.00101396,0.00101396,0.00101396
251,6189.26,1.42023,1.33743,2.11736,0.7933,0.55,0.59485,0.29536,3.89579,3.33617,4.00548,0.00101,0.00101,0.00101
252,6213.85,1.29571,1.45521,2.07447,0.82584,0.55,0.58864,0.31841,3.97955,3.51034,3.96988,0.00100604,0.00100604,0.00100604
253,6239.02,1.27494,1.32865,2.07685,0.79507,0.45,0.54367,0.30361,3.82267,4.02873,4.01112,0.00100208,0.00100208,0.00100208
254,6264.12,1.61301,1.50284,2.17632,0.97378,0.5,0.5982,0.30453,3.80276,4.16991,3.9946,0.00099812,0.00099812,0.00099812
255,6288.96,1.4471,1.36526,2.13817,0.65771,0.45,0.56853,0.28669,3.76856,4.27368,4.02605,0.00099416,0.00099416,0.00099416
256,6313.97,1.39719,1.40379,2.06649,0.76141,0.4,0.46144,0.24878,3.69233,4.60046,3.91066,0.0009902,0.0009902,0.0009902
257,6338.4,1.24517,1.52236,2.12314,0.75118,0.35,0.40304,0.21407,3.93892,4.86373,3.97276,0.00098624,0.00098624,0.00098624
258,6362.78,1.2214,1.29945,2.09312,0.76367,0.35,0.38389,0.20597,3.923,5.13419,3.92493,0.00098228,0.00098228,0.00098228
259,6387.14,1.3737,1.33711,2.10572,0.92604,0.35,0.39954,0.19709,3.99403,5.25765,3.96961,0.00097832,0.00097832,0.00097832
260,6413.55,1.39553,1.30503,2.27739,0.57732,0.35,0.36666,0.16176,4.23927,5.56084,4.26266,0.00097436,0.00097436,0.00097436
261,6440.7,1.44612,1.51021,2.27022,0.49981,0.4,0.33818,0.13274,4.56652,5.73263,4.72737,0.0009704,0.0009704,0.0009704
262,6467.37,1.35091,1.47261,2.08392,0.34629,0.25,0.30234,0.10626,4.77348,5.79571,5.08997,0.00096644,0.00096644,0.00096644
263,6492.33,1.32597,1.18031,2.14851,0.33433,0.2,0.26499,0.0862,4.59519,5.89386,5.18974,0.00096248,0.00096248,0.00096248
264,6516.88,1.48383,1.59719,2.13598,0.17887,0.15,0.19692,0.07827,4.53482,5.73727,5.04877,0.00095852,0.00095852,0.00095852
265,6541.42,1.3492,1.52848,2.09671,0.82128,0.15,0.26225,0.11502,4.4239,5.17425,4.98957,0.00095456,0.00095456,0.00095456
266,6566.5,1.39936,1.62828,2.08217,0.31646,0.3,0.29637,0.12943,4.59581,4.91297,5.034,0.0009506,0.0009506,0.0009506
267,6591.45,1.34952,1.59344,2.1492,0.40453,0.35,0.29373,0.13781,4.59577,5.13143,4.91051,0.00094664,0.00094664,0.00094664
268,6616.06,1.26425,1.26467,2.08604,0.38253,0.35,0.26258,0.13477,4.49049,5.26864,4.86233,0.00094268,0.00094268,0.00094268
269,6640.66,1.62299,1.6183,2.20818,0.54381,0.29819,0.28822,0.14625,4.4221,5.49404,4.83997,0.00093872,0.00093872,0.00093872
270,6665.43,1.68614,1.59528,2.40169,0.69188,0.33782,0.36404,0.17547,4.596,5.28092,4.94334,0.00093476,0.00093476,0.00093476
271,6689.85,1.24132,1.25834,2.09613,0.68804,0.35,0.41651,0.17679,4.64458,5.10942,4.98207,0.0009308,0.0009308,0.0009308
272,6714.01,1.6877,1.58306,2.29804,0.72223,0.4,0.47468,0.19456,4.53207,4.95395,4.85052,0.00092684,0.00092684,0.00092684
273,6738.24,1.14483,1.07313,1.96466,0.48977,0.4,0.44891,0.17864,4.5257,4.78852,4.80839,0.00092288,0.00092288,0.00092288
274,6762.6,1.23566,1.128,2.03147,0.52322,0.4,0.44497,0.18849,4.46424,4.72449,4.69717,0.00091892,0.00091892,0.00091892
275,6787.03,1.21585,1.3463,2.04001,0.82029,0.35,0.51461,0.19204,4.56094,4.45337,4.76481,0.00091496,0.00091496,0.00091496
276,6811.2,1.21291,1.35217,2.0655,0.64298,0.45025,0.55103,0.21577,4.50072,3.91254,4.61217,0.000911,0.000911,0.000911
277,6835.32,1.24243,1.18939,2.01816,0.63489,0.55,0.59663,0.24029,4.31412,3.78624,4.36925,0.00090704,0.00090704,0.00090704
278,6859.82,1.21858,1.26266,2.05836,0.68505,0.6,0.61788,0.26388,4.15443,3.61997,4.29862,0.00090308,0.00090308,0.00090308
279,6884.28,1.26639,1.19564,2.11611,0.61812,0.65,0.6274,0.26447,4.05311,3.56897,4.22844,0.00089912,0.00089912,0.00089912
280,6908.86,1.18532,1.16703,2.05517,0.61422,0.55,0.61021,0.2523,4.01044,3.83705,4.21116,0.00089516,0.00089516,0.00089516
281,6933.92,1.36344,1.80338,2.25557,0.51356,0.42305,0.41432,0.21038,3.9132,4.64196,4.08821,0.0008912,0.0008912,0.0008912
282,6958.43,1.11602,1.08499,1.99892,0.3751,0.3,0.32923,0.16037,4.01433,5.30641,4.46701,0.00088724,0.00088724,0.00088724
283,6982.86,1.40531,1.28814,2.08728,0.44036,0.2,0.30915,0.14656,4.10875,5.82493,4.50535,0.00088328,0.00088328,0.00088328
284,7007.21,1.21138,1.15622,2.0482,0.27454,0.25,0.24722,0.10479,4.20321,6.17113,4.57984,0.00087932,0.00087932,0.00087932
285,7031.23,1.20066,1.40339,1.99616,0.36739,0.3201,0.22296,0.10217,4.32731,6.23341,4.50001,0.00087536,0.00087536,0.00087536
286,7055.16,1.47537,1.31641,2.15845,0.3916,0.3,0.30468,0.13665,4.22086,6.20493,4.34948,0.0008714,0.0008714,0.0008714
287,7079.13,1.21325,1.22336,2.03613,0.39924,0.26664,0.29216,0.12382,4.14531,6.24969,4.37013,0.00086744,0.00086744,0.00086744
288,7103.21,1.35805,1.1928,2.12595,0.35947,0.25,0.29561,0.128,4.15349,5.97331,4.39294,0.00086348,0.00086348,0.00086348
289,7127.24,1.14173,1.01258,2.00766,0.94604,0.25,0.35964,0.1439,4.13332,5.83897,4.41222,0.00085952,0.00085952,0.00085952
290,7151.13,1.41548,1.36075,2.13242,0.57406,0.25,0.31943,0.1527,4.01845,5.43864,4.4049,0.00085556,0.00085556,0.00085556
291,7174.95,1.08464,1.10409,2.01932,0.57294,0.3,0.33153,0.1629,3.92754,5.21002,4.33745,0.0008516,0.0008516,0.0008516
292,7198.96,1.10177,1.12043,1.93551,0.66906,0.35,0.34921,0.16925,3.8611,4.8834,4.47681,0.00084764,0.00084764,0.00084764
293,7222.94,1.11254,1.17607,1.9862,0.54029,0.29432,0.27329,0.17233,3.6713,5.16185,4.28746,0.00084368,0.00084368,0.00084368
294,7246.76,1.24571,1.67617,2.10932,0.4582,0.33888,0.29349,0.18035,3.53593,5.18449,4.12442,0.00083972,0.00083972,0.00083972
295,7270.88,1.27607,1.35679,2.13267,0.53287,0.3,0.29145,0.18108,3.61716,5.42033,4.05741,0.00083576,0.00083576,0.00083576
296,7294.71,1.33079,1.14262,2.03503,0.50107,0.3,0.30359,0.18614,3.74971,5.34414,4.13914,0.0008318,0.0008318,0.0008318
297,7318.87,1.15716,1.18395,1.97018,0.54579,0.35,0.38139,0.18396,3.98343,5.15939,4.20979,0.00082784,0.00082784,0.00082784
298,7343.3,1.11205,1.04306,1.9837,0.53775,0.4,0.42041,0.19285,4.00983,5.05057,4.28887,0.00082388,0.00082388,0.00082388
299,7367.36,1.25557,1.13173,2.11169,0.98749,0.4,0.51988,0.22858,4.05101,4.84369,4.26456,0.00081992,0.00081992,0.00081992
300,7391.68,1.26437,1.2044,2.03032,0.89561,0.43025,0.52053,0.22171,4.31859,4.56283,4.45943,0.00081596,0.00081596,0.00081596
